,usdc_amount,sol_amount,depositor,time_deposited,txn_status,shdw_tokens_recieved
38,0.0,0.0,,2022-01-04 19:30:02,failure,0.0
39,0.0,0.0,,2022-01-04 19:30:02,failure,0.0
40,0.0,0.0,,2022-01-04 19:30:02,failure,0.0
41,0.0,0.0,,2022-01-04 19:30:02,failure,0.0
42,0.0,0.0,,2022-01-04 19:30:02,failure,0.0
43,0.0,0.0,,2022-01-04 19:30:02,failure,0.0
44,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
45,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
46,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
47,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
48,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
49,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
50,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
51,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
52,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
53,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
54,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
55,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
56,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
57,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
58,0.0,0.0,,2022-01-04 19:30:01,failure,0.0
59,20.0,20.0,3ZW9VXNriCBKLhSjkA6WMkmYWVfzDGBTHMYn3dB5rtNY,2022-01-04 19:29:59,success,11.531968024763334
60,313.356184,313.356184,GPxK4UCtUp9rPcETBeVtjTje2GCrpA1bGZEJDyqXvkyb,2022-01-04 19:29:59,success,180.68067471249276
61,374.664532,374.664532,4GgGxuSTjiWiyKozK7qJ19C7a6cg6Sk8KLGHy8dFBkV7,2022-01-04 19:29:59,success,216.03097015184593
62,5000.0,5000.0,CjZ1BvauPNUKcRM5hHJQJse9Kc3gTAaCYrXdcWjd5xaX,2022-01-04 19:29:59,success,2882.9920061908333
63,1000.0,1000.0,6YMs5WVGT7np1yR5Wqgjn3r4UyApTRgQUeCiPJKihHUz,2022-01-04 19:29:59,success,576.5984012381666
64,120.0,120.0,Fcv3wBhLBkXHKg4rp8gTKdH2BguoJaSaNwwuyU7e7ULR,2022-01-04 19:29:59,success,69.19180814858
65,200.0,200.0,AGXCjeXdqBSjSgSXShqZqsQiCC3PoqMLvrtAwfVoEsf4,2022-01-04 19:29:59,success,115.31968024763333
66,846.0,846.0,H7tuCPmb6ksRmfuseqBdbgfFLZ7gVXQPEBCSqwcdCMZj,2022-01-04 19:29:59,success,487.802247447489
67,500.0,500.0,9zHp3CF873avZmab8UuP6fVvSFvtHWbP2h4uWKNswFpy,2022-01-04 19:29:59,success,288.2992006190833
68,10.160826,10.160826,BoV7nFT2fR9Qs6WkCWra2aR7eYHjVpbNmQKDSoKK6m2h,2022-01-04 19:29:59,success,5.858716026859196
69,3.0,3.0,3DkDRi8EC6q5XScG5WUWUhbyKriG85Godxhk49GaD3bp,2022-01-04 19:29:58,success,1.7297952037145
70,860.980765,860.980765,DJmdvLYNMvgFZZvwmLmpisA6J1RNSHJLcQJiH2LeaNML,2022-01-04 19:29:58,success,496.4401325958137
71,150.0,150.0,Gf8taWW3dQ5CeLDN3jDDWgjYvhP6RKcHjxW8PyVyNCpt,2022-01-04 19:29:58,success,86.489760185725
72,1000.407055,1000.407055,ETKqD1MWWxTus31dnyJvrvTwsmbd89qniLXU9QeBvMz,2022-01-04 19:29:58,success,576.8331085003827
73,752.2809570000001,752.2809570000001,BDkiEcP2LiJvVSnej1YMfBZky2JRA3bRG9XCJfk8jAiT,2022-01-04 19:29:58,success,433.76399708811806
74,3000.0,3000.0,3jgNMxtJtBQfMqsd7bEEw2r6fsnxbqcKvs39bjLPtX5z,2022-01-04 19:29:58,success,1729.7952037145
75,1008.0184,1008.0184,8SehkmCxsCYz2yzLm3VCrVBAqkEXXSEL15YF3EW9uYuW,2022-01-04 19:29:58,success,581.2217978586548
76,0.0,0.0,,2022-01-04 19:29:58,failure,0.0
77,0.0,0.0,,2022-01-04 19:29:58,failure,0.0
78,250.0,250.0,7xkeHrPg7fRXp2z8XBm2DRnuzCEr4VGPXxTMEa1hzDXz,2022-01-04 19:29:57,success,144.14960030954165
79,205.748277,205.748277,8wQwLicwi648XMuZpgsV3DQHYZC7hf1e3cKF1n9uTJgQ,2022-01-04 19:29:57,success,118.63412757570745
80,341.324629,341.324629,9hwS5gL6wrhnwG1LCDNbgK8qKxzAhh3cuea7uY47pnzv,2022-01-04 19:29:57,success,196.80723538461038
81,116.768413,116.768413,53bA1vL4mgwQWNv8Hiwot72JN4F6iAtB2oK1fE5usBKn,2022-01-04 19:29:57,success,67.32848025091795
82,488.518491,488.518491,9ZDRkiM8wHdjQ2ZJH2MdBwbHRkyZNNTo8izHA2ssYbhr,2022-01-04 19:29:57,success,281.6789808858817
83,100.0,100.0,5AY4TJp3hvAAAHVUd15BigyNDW27WcnBpmfLLmvCHJDg,2022-01-04 19:29:57,success,57.659840123816664
84,10000.000000000004,10000.000000000004,4aRHW9q3UL15TwWBWNXPPYcNncnpoj1ZirSB3wMaAXR2,2022-01-04 19:29:57,success,5765.984012381668
85,350.0,350.0,bjPxWFQnQiReyoM9JFV2mkqWLcBkSLTWcNEHzzZUiTK,2022-01-04 19:29:57,success,201.80944043335833
86,249.99999999999997,249.99999999999997,APQK9AXGv62KZjwJ7vYuvyfsXN9d1Qk6ypKaSxCpmahF,2022-01-04 19:29:57,success,144.14960030954165
87,9999.999999999996,9999.999999999996,3PKgZmkKQsVHgcaF9Eny9eLAew8aDJqvnqGgCGkppVM1,2022-01-04 19:29:57,success,5765.984012381665
88,6000.0,6000.0,4U3MXF2QxDBThvRUwzrEZ1FEYAPYek7TN5MNkyUyScmM,2022-01-04 19:29:57,success,3459.590407429
89,1706.727672,1706.727672,35BCYzvkSrupQ8Zh4dqpdwUoNhiJyWy6cfefAjp6pR9F,2022-01-04 19:29:57,success,984.0964470241381
90,1750.0,1750.0,6YivGVchmaaX6zKcFMNP4G75wPGStcH636v97meATroH,2022-01-04 19:29:57,success,1009.0472021667916
91,99.99999999999997,99.99999999999997,EvaQNRrBZw6Z1ABBec1gSJnJ2HDGCas9cWSjFriGjEnh,2022-01-04 19:29:57,success,57.65984012381665
92,1737.53593,1737.53593,2JWMnUUmTM8VMk8tXPFWaCYoETZ912oNEAYjZgrLGZuc,2022-01-04 19:29:57,success,1001.860439331871
93,0.0,0.0,,2022-01-04 19:29:57,failure,0.0
94,200.00000000000006,200.00000000000006,Gp7LkMxjSLGtqdRGgjawWrbpuSMTzf1q3BbRQAq38mwv,2022-01-04 19:29:57,success,115.31968024763337
95,100.0,100.0,E5A7ChYHvpYFfrWXk1SWVj3Z8hwGK2hguV9X6vSXiAZz,2022-01-04 19:29:57,success,57.659840123816664
96,2565.218366,2565.218366,7GPsHmfH4TyzM2QG9gPBKpUVdciM6B2YY9YR3sqsajZP,2022-01-04 19:29:57,success,1479.1008086623824
97,3731.446168,3731.446168,FGEZVN8BShKc7P33yqS6ce76fEVcwyuitB6Th9SUA9zG,2022-01-04 19:29:57,success,2151.5458947750835
98,201.821984,201.821984,HVZqAQ6MSSWMPSHrBxECNzxLegGaZj54Bc48k7QFXGKg,2022-01-04 19:29:57,success,116.37023330911485
99,21.134817999999996,21.134817999999996,3ScQPszhfabDrg8sX8faAYAwr8kanPWQ8uD3mDKMR3Db,2022-01-04 19:29:57,success,12.186302269259624
100,135.0,135.0,5GUTv91UK329CqTJiL76aEecrjYnNqSuRXcReiFPfe86,2022-01-04 19:29:57,success,77.8407841671525
101,2861.104665,2861.104665,GQRdyCR1sdGVLTbtaai7wuZfWMXDKTSY84sc3Fv35dbH,2022-01-04 19:29:57,success,1649.7083756140603
102,500.0,500.0,2zfkX9GfJHfDUH6MQDe67Qpqf61xaotvhwEpZd8JvpWK,2022-01-04 19:29:57,success,288.2992006190833
103,500.0,500.0,5SB4ehwPSNX7Fc6ppYdrkMN2xVYU2yhq3fAn9RWT5WEF,2022-01-04 19:29:57,success,288.2992006190833
104,170.730375,170.730375,4N4AsfNhxBSJQohaJCZb9F5YqyAeav31yu5tDNfAB6tY,2022-01-04 19:29:57,success,98.44286126779267
105,26.609659,26.609659,Hr1LgFzwvAwVmCh2Fz1yugReedgLzDzZCjpDYSq9K5Mr,2022-01-04 19:29:57,success,15.343086836892793
106,25000.0,25000.0,2qtvnNE9Tmj3BFRM6Lxsbb82doSsg1SNqMNFfjMfsGd8,2022-01-04 19:29:57,success,14414.960030954167
107,45.787878,45.787878,J4AyjiZ7gV1xiTHJLLWTGeCP9YyBwB6e2gia9bL9QHtR,2022-01-04 19:29:57,success,26.401217250888223
108,499.99999999999994,499.99999999999994,WTC25T2Vv8qTnEwAufDgTYLc8yPSjX694hTPVs7rrGS,2022-01-04 19:29:57,success,288.2992006190833
109,1000.0,1000.0,FptR5yyJ2o4VYGpoTNfr7AaYbibjkVDzf1DxsqmBPDB2,2022-01-04 19:29:56,success,576.5984012381666
110,79.483653,79.483653,Doh2EsnciVkdwgTYnjz3yx9WmauSfUHW5euzB5QDWMNc,2022-01-04 19:29:56,success,45.830147244369215
111,3.0,3.0,GGXEQ8Rsi3MRHE6QP8UJT3fFKNwpBaiqNnZPX3BdAh8g,2022-01-04 19:29:56,success,1.7297952037145
112,200.0,200.0,ChN7ks5ox6eHJeVdqx4JrfCzupxiytgwGT4eoBzRtySN,2022-01-04 19:29:56,success,115.31968024763333
113,2000.0,2000.0,GAy1gCRGADCh4Etf4gBcGCBqvEeKd7zHNQo9aZNVp3nt,2022-01-04 19:29:56,success,1153.1968024763332
114,195.00002,195.00002,9zbm7EtUZGm2RB6KcPVDMX1fqfrCzJF48HXG5h4BznXj,2022-01-04 19:29:55,success,112.43669977341052
115,7389.811546,7389.811546,Duq1AFCxKqPpczTdTSzew7dV4AUA8rkqsDQUgAKqNDsj,2022-01-04 19:29:55,success,4260.953522874945
116,500.0,500.0,F5qsbcohQxD7LTPQ2cHNfuVYh2qD5q9uHJS8AAJcL1MB,2022-01-04 19:29:54,success,288.2992006190833
117,2.1,2.1,5bN8YzwKjZ5SrZ8fQHB7fdzpk7T6drKfu328tj1zqGBc,2022-01-04 19:29:52,success,1.2108566426001501
118,995.95416,995.95416,FujZhyBoQpCBMJFgxABT6cPumD69ujMSgjz7VeVZrsQa,2022-01-04 19:29:52,success,574.2655763625013
119,853.32711,853.32711,ChDR3jbquRTP9VHgDYim5Z82mRFTsajaJZfCra4Sr85V,2022-01-04 19:29:52,success,492.02704735918513
120,2852.144,2852.144,CnuQmA1TmQnwysB1gKxJiQb84QfT1ZUz1sTLo8wNbpVb,2022-01-04 19:29:52,success,1644.5416705010296
121,62.964933,62.964933,5Up9LQY4cw8DNqTj6bH3JEibBRJDVbAgHtNpKcDdqPTH,2022-01-04 19:29:52,success,36.30547970186828
122,512.878322,512.878322,3Ssj65Eh15ZXNuTLBLiiUguoyTmPBFqs2wYD3EhvTFTZ,2022-01-04 19:29:52,success,295.7248204949137
123,169.214639,169.214639,h1kBvzwhh8h2LJDZ4w1CMqPBYXrNCF76VQD431GYnq5,2022-01-04 19:29:52,success,97.56889031349353
124,67.740044,67.740044,B9PuoXxJfP7vJQksSmReKSoWNxN2WWxygReasyLHj3gE,2022-01-04 19:29:52,success,39.05880107020306
125,190.315473,190.315473,3D7HBHdBLj2TE8XBbqjRokWTTrSSdjoq3iEEShhrYGGi,2022-01-04 19:29:52,success,109.73559746268548
126,500.0,500.0,9pKNfc1UQnvuWtgjCmnzYr5oUPeaSiNH5JNcQuRSv7Nh,2022-01-04 19:29:52,success,288.2992006190833
127,0.48906500000001074,0.48906500000001074,7QeqVxBdFtQAcX84oRy4r53fFJWNaEYWLhDkqLvrxnz8,2022-01-04 19:29:52,success,0.28199409710155016
128,338.437837,338.437837,3UiSoutAPZ3yv239Kz9HMmzkWL3tY5HXZFbuW7hwGUCD,2022-01-04 19:29:52,success,195.14271573270324
129,200.0,200.0,7BEgnmvPk5kDhc2qeK86GozqqEvmWXcpQH2oDAoJ9fcR,2022-01-04 19:29:52,success,115.31968024763333
130,3414.194341,3414.194341,FnAwirTcnVVaeoACdS1FkTJWCew3gZh6C4LEFi5VgEMw,2022-01-04 19:29:52,success,1968.618998536996
131,253.848857,253.848857,8Uqz4qrYQTfNYmMzKBPRrMMm6x4deKXN3Gfzu866bd2Z,2022-01-04 19:29:52,success,146.368845102336
132,5000.0,5000.0,599CUmBrgLKdTYYqzECJuEPnKzuwkt9xg5AbDChkcVDG,2022-01-04 19:29:52,success,2882.9920061908333
133,337.96725,337.96725,FGwCfmd4qw922uz2AK2RPysn8n3d1jZb4dRH29P1hPZA,2022-01-04 19:29:52,success,194.87137602085977
134,203.102481,203.102481,4yRWSYykEmZbYMax5ygsVFv39tonVearsRYoa2szbQpS,2022-01-04 19:29:52,success,117.10856583210513
135,100.525969,100.525969,BhLZDeDgn72d99ZNokGcdNgHNGSUNUHwrZfkd5zaWyAL,2022-01-04 19:29:52,success,57.96311300831751
136,2000.0,2000.0,8fzaMtHxFUfgBSKzPdg91CVeYpWwLfxDnVfTkDJK3usb,2022-01-04 19:29:52,success,1153.1968024763332
137,4999.999999999998,4999.999999999998,FTxtGRw4vNScb6Kyg1fJGcBmdujJywGuhLkfPy8amqTi,2022-01-04 19:29:52,success,2882.9920061908324
138,683.116075,683.116075,HaSmbn4i5yHtZ7RiY65u4mDcBWcxayZC9py1E1wLQ6vF,2022-01-04 19:29:52,success,393.8836367050916
139,1600.0,1600.0,EMs48yLzAJFardZV7T5kA4yHUfXqdMnm5ap6mMEwTbwK,2022-01-04 19:29:52,success,922.5574419810666
140,4230.897224,4230.897224,Af96NvXR1dxrtVrkVASNaDFpVPdgNk7mhdkXuEJMymyz,2022-01-04 19:29:52,success,2439.528575161398
141,75.0,75.0,8PovPkU8sJyBu3rfLEJCYN3jdA4teX7jjuEgY3GDpeQt,2022-01-04 19:29:52,success,43.2448800928625
142,100.0,100.0,jWxjUJSyjds84yRHFEQFUDZEuPZRwJMpjmSrpRvxpNC,2022-01-04 19:29:52,success,57.659840123816664
143,499.0,499.0,8UNGZAQoaf9a7m1LJ77mxShExiMe3sTST7fsSq2XxgCe,2022-01-04 19:29:50,success,287.7226022178452
144,2500.0,2500.0,ETf9WGPVpCZm4rAUvMx64EGpxLy1kjbdXhdCcg8fLYD5,2022-01-04 19:29:49,success,1441.4960030954167
145,170.689296,170.689296,52ufFkYoN8hYiZZJgP7Xn33jy9p859G8yFuwCxzmubS9,2022-01-04 19:29:49,success,98.4191751820682
146,0.0,0.0,,2022-01-04 19:29:49,failure,0.0
147,4000.0000000000005,4000.0000000000005,E5UYzqgeqD4pLzbAyZER4mdqDUjVBuEKkEQvZTzpZx5a,2022-01-04 19:29:47,success,2306.393604952667
148,1999.9999999999995,1999.9999999999995,9mZ5FzkwbJUtZQPr8pSNPb9qoWYN8M5UtG1tyzpvC45i,2022-01-04 19:29:47,success,1153.196802476333
149,169.246563,169.246563,8wgSzGC2cED4e1w69m3e3YrXv1ENiXDeEnwrZLG7Y4ej,2022-01-04 19:29:47,success,97.58729764085466
150,150.0,150.0,DE7zw8wtZHnYXSJu3x3gPfHdaAQUccfXTGMRJXHc6ReP,2022-01-04 19:29:47,success,86.489760185725
151,5333.01128,5333.01128,5HNtipZjTpnuEcZQD4eqmhT2CLiJNU5QbiqtC8tEs7r1,2022-01-04 19:29:47,success,3075.005777833109
152,600.0,600.0,A9mEsriDKP8yL7a3DBL38KbTZagFXoBEydTEJnBHE44N,2022-01-04 19:29:47,success,345.9590407429
153,1000.0,1000.0,6pxP6D5kGiqZpGp8EijUgaPuWgBZS6ZKeTeHae4wNMxG,2022-01-04 19:29:47,success,576.5984012381666
154,1666.912988,1666.912988,E9JEBWFJ5ugH8YhjXme8JAmre6C2gMQ8RNKNqCrKaj2S,2022-01-04 19:29:46,success,961.1393638839353
155,3.0,3.0,9PDydMMoGPDGVvkEMTGfaiE8YmPm5qSy9EhPwf8Higw3,2022-01-04 19:29:46,success,1.7297952037145
156,250.0,250.0,9zUs6DV22DYrLUT3bpN2BLCoCYzswfTzV2UZdR8ECZeq,2022-01-04 19:29:46,success,144.14960030954165
157,4.0,4.0,4YFgJsD6k665nyXKdX7mbQeVWTRBz6hDfM2w9G6kWtLu,2022-01-04 19:29:46,success,2.3063936049526665
158,4999.5,4999.5,3GVrKeNPPZxozjbSdFB6K567XdMWwyty7Hx67qEz3yRz,2022-01-04 19:29:46,success,2882.7037069902144
159,500.0,500.0,8qFbocS4b7QtuVmecdZfKsZkCqz8VybsR6rewPaRmTup,2022-01-04 19:29:45,success,288.2992006190833
160,125.0,125.0,AVQjGHwyysEr4pGTmVHrcKWzZWpp1t8i39ytXPmbMGhq,2022-01-04 19:29:45,success,72.07480015477083
161,5000.0,5000.0,8uqTTJrymHMCoG4KLGLPgJh8rqHhMWSEX5BtyL6zdPZL,2022-01-04 19:29:45,success,2882.9920061908333
162,169.362844,169.362844,B4HoGtfNK48W8xaN317dwSfEfhmLQ4tQS6EeFd3qeajR,2022-01-04 19:29:45,success,97.65434507954903
163,512.411948,512.411948,CmiPcrjWxSFs4cw3K8gesxwPNq9P27vPaDn52eRbMDSP,2022-01-04 19:29:45,success,295.45590999213465
164,404.873511,404.873511,8egA8gooxrvMHcEiU9jZ2MRtmYtnDAMMYQAXHd7V9Bv8,2022-01-04 19:29:45,success,233.44941914628328
165,2649.287569,2649.287569,3zU4ahQWUmLRJLqyGUbkCPTtDoPpNuknNGWVu6hymWr7,2022-01-04 19:29:45,success,1527.5749767055493
166,100.0,100.0,CHTQGEsyYjD9eBCZdn1QUjpLvKJ4q4bPv53QMEn1FbJF,2022-01-04 19:29:45,success,57.659840123816664
167,10000.0,10000.0,A2bz3CyngJySVQc4Fe4xZGzRStDzSCAojGcSBfbTengU,2022-01-04 19:29:45,success,5765.984012381667
168,2725.0,2725.0,ER7eqw24js1MwWNkWWhzoF6kJC56MwUExTZzQErCnfet,2022-01-04 19:29:44,success,1571.230643374004
169,304.0,304.0,8TbL49TYBJwKN2bRQwtgNzw4dxsrmsU31phhoXc1BxSJ,2022-01-04 19:29:43,success,175.28591397640267
170,366783.162565,366783.162565,FvJFifhuexgaY34LHwxGQLYxP7spPTYxVqX6cmezoshC,2022-01-04 19:29:43,success,211486.58513605758
171,0.814283,0.814283,EmbTuZAVMxHeR2CdRNz4DVDZ9v8eATazb79z3S1CofXk,2022-01-04 19:29:43,success,0.46951427595541806
172,4000.0,4000.0,D1nsJmxEe9vtEZbohGCqK48ES9bXn1eNo58YpkprWUay,2022-01-04 19:29:43,success,2306.3936049526665
173,84.60842,84.60842,8FcEv82qDngrJaghbskbEvGrazdGwYZSfMQ3UsiAKQHA,2022-01-04 19:29:43,success,48.78507970328732
174,100.0,100.0,3qRT7LxHnkheuAkCp6LMbarzi326FVodo6H6gvHomyAR,2022-01-04 19:29:43,success,57.659840123816664
175,203.098177,203.098177,8CLtr9Hrn5HjEcs6bQniJRZYsYBbc4Z1YtGwNUverQLB,2022-01-04 19:29:43,success,117.10608415258619
176,660.0,660.0,FMqkJNEnARwWYeZeX5ZdsjqBbASTHbnJwDdYKpkMt6r8,2022-01-04 19:29:42,success,380.55494481719
177,757.76834,757.76834,6UaZbncuajdLsZUXySrCqcQQdfXTxFJUncwaPufGjgRw,2022-01-04 19:29:42,success,436.9280133528995
178,3034.0079390000005,3034.0079390000005,5MfXuP59xwgBNapwbqzA91E458JZV8xZZWca1NYGEVep,2022-01-04 19:29:42,success,1749.4041269713055
179,969.612,969.612,CfrzKJ1c7UycgaHaZ8SbBbCfRfUBRpGZSppgL5Biad1C,2022-01-04 19:29:42,success,559.0767290213413
180,50.82,50.82,ERk4wDuwBreBZSYiNpGmWaDsV7cmWZi5ZzJ3CQwHi6TN,2022-01-04 19:29:42,success,29.30273075092363
181,170.0,170.0,GNdUFY64kg8pWWNLDMGCPCPLfs3hSXwwtRNVot98nTje,2022-01-04 19:29:42,success,98.02172821048833
182,20000.0,20000.0,SASUKeJydpqcFgmuTEoaJrsR8qp6RMdi7V6TdFDwjeo,2022-01-04 19:29:42,success,11531.968024763333
183,5000.0,5000.0,4EiAthDv3Ekm3NdQHc4nrMoYEahhxEyf3AyJmStwtrCu,2022-01-04 19:29:42,success,2882.9920061908333
184,8000.000000000002,8000.000000000002,JD4FNyoSa2rALxALvpbHnfGYB7KDqcdNMgTpF1Tw9f9u,2022-01-04 19:29:42,success,4612.787209905335
185,665.0,665.0,F3Nr9SFcdvuxivMN3wcniApcj4NhNtHCPgeVKmApWMWT,2022-01-04 19:29:42,success,383.4379368233808
186,400.0,400.0,EtJntd85N9M97UxQvRoz7m4X29jLAJDT8XGF4Lr9zYdg,2022-01-04 19:29:42,success,230.63936049526666
187,134.8599999999999,134.8599999999999,DsLh9AyAXsE1eZw8Yq7TovDh8YkfCMJ6dcjmEBUv4RCT,2022-01-04 19:29:42,success,77.76006039097909
188,2000.0,2000.0,5pJ89aofV4nP5eaJfpvvChkuce7NEUQVf31ckLCXTymg,2022-01-04 19:29:42,success,1153.1968024763332
189,259.387604,259.387604,D8wtbEyHHDeWLPVbtvqaFeBkpSUdK39AhoM12qqArukr,2022-01-04 19:29:42,success,149.5624777673987
190,42.0,42.0,AsXg9yC3uxi9XUiBnL8jz9AQaJFHGaJzqfvU4Huz1bw,2022-01-04 19:29:42,success,24.217132852003
191,2251.834381,2251.834381,9inSv7SBvnaTL14NP88j9zgG8qFqEqKrJVAxPr97XkgV,2022-01-04 19:29:42,success,1298.4041039377366
192,132.39660200000003,132.39660200000003,8YJ2NhwZJktU5DYWvMYLpiVTsJsFMFMnz2qgGHN686Z5,2022-01-04 19:29:35,success,76.33966904256587
193,2000.0,2000.0,44fyny46anX5G8Az2PohmYEUHTTM7LA9w4LvryiKYtz1,2022-01-04 19:29:35,success,1153.1968024763332
194,428.005936,428.005936,86Zy4pqFPxJn3wcjNg8U2NPz6hCx7tyAqNJyxuZxFXf,2022-01-04 19:29:35,success,246.7875384180451
195,300.0,300.0,ADr8t7bEAz5shLJePTAZHq1Zu9hAHRqEoaBd3BkhaSVY,2022-01-04 19:29:34,success,172.97952037145
196,212.7229,212.7229,8Cafu3RUgGNaqEx2xyqAbt6sCh8Yd3QhPvvjcA48DNun,2022-01-04 19:29:34,success,122.65568404674642
197,10.0,10.0,B9mDbXAxh4Ni27V3YjLGhRa1NiHoYHxHUtXmZMnd3BCv,2022-01-04 19:29:34,success,5.765984012381667
198,50.775566,50.775566,6EihJCn5oP4Kk3wJDjf3ZSrtQN4piWnS6ZeEb5Ai3HWy,2022-01-04 19:29:34,success,29.277110177563014
199,205.901735,205.901735,5BaZEBe75SDFJ5JoDb7KSSX5nWUZKYSSq2fQcsyaMrbr,2022-01-04 19:29:34,success,118.72261121316467
200,256.939447,256.939447,6QSWCwV4zwYbXDuQ9VSs2gcpB8o6FKehQbJL8pXGMFrp,2022-01-04 19:29:34,success,148.15087435521863
201,600.0,600.0,5UfgmHB5fLDpeFMKcFiVbxo9aeYA9tpBjTBezfScjZW1,2022-01-04 19:29:34,success,345.9590407429
202,507.244498,507.244498,BAC7reRC6wfRvL7ZWBdmN2M5MYKmVwLBtqug3QhjEWwe,2022-01-04 19:29:33,success,292.47636658365644
203,25000.003486999994,25000.003486999994,7vMhBtc2cKpzACyVjmqRu7QDLR8KBLDWAGtC836aa66e,2022-01-04 19:29:33,success,14414.962041552788
204,1196.038703,1196.038703,4rFVjqUfgTkb6CYUhtziHSfVisDKAHVsaGMtWR8pTDJt,2022-01-04 19:29:33,success,689.6340039687705
205,19.0,19.0,3ZezFnrkuv8EowoCwPn2DEK7ZF7GVmuDx5RJpPZeWo6K,2022-01-04 19:29:32,success,10.955369623525167
206,1000.0,1000.0,7nAidENUQLsK582oxiBbhb9Rktk1ZiJk688TxgeWaUgB,2022-01-04 19:29:32,success,576.5984012381666
207,499.99999999999994,499.99999999999994,Br79DKYsSMtvs4aN6Qu8UcRkjo1a7iRMEVjwHAYgDhi5,2022-01-04 19:29:32,success,288.2992006190833
208,10993.91239,10993.91239,FYiCKHbPCXfsewFRJqy7XN3UXYhRr5Pjx8NTD6ZeC6AE,2022-01-04 19:29:32,success,6339.0723074264715
209,338.494635,338.494635,7R6NRKHyZDonWGiFEa5gRcHyKPjt1yhMdWQxhqoVWZLW,2022-01-04 19:29:32,success,195.1754653686968
210,1000.0,1000.0,7mtDeWAjzHMB2ekPTwPncnDuHYofhyqXgftktqeMRJua,2022-01-04 19:29:32,success,576.5984012381666
211,297.4515,297.4515,GKJPnyBGdHUqZACNdTeAjh2ypjnxyWA9p4mmuphsocoi,2022-01-04 19:29:31,success,171.51005934589455
212,10.775686,10.775686,D5cAnQz3ZE6Akuon8WNUYdV8G3hAtDUd2Rr6xApTWGt,2022-01-04 19:29:31,success,6.213243319844495
213,7975.621427,7975.621427,B6GcFx8bem96SE6dCUoKXBuHvA9s79AKj5zzPcrw9Aes,2022-01-04 19:29:31,success,4598.730563689065
214,320.0,320.0,BHs4zhCcWjpgXTwLUFdn14gmDFSm2vPpmBs6j1EHxqqc,2022-01-04 19:29:31,success,184.51148839621334
